ORDERNUMBER,ORDERLINENUMBER,ORDERDATE,STATUS,QUANTITYORDERED,PRICEEACH,ClientsID,PRODUCTCODE
10240,2,2019-04-13,Shipped,37,149.36,CUS10066,S18_1984
10240,3,2019-04-13,Shipped,41,137.29,CUS10066,S18_1129
10241,1,2019-04-13,Shipped,33,72.65,CUS10078,S18_2248
10241,2,2019-04-13,Shipped,41,185.3,CUS10078,S18_1749
10241,3,2019-04-13,Shipped,42,90.19,CUS10078,S18_4409
10241,4,2019-04-13,Shipped,30,66.99,CUS10078,S18_4933
10241,5,2019-04-13,Shipped,28,98.65,CUS10078,S24_2887
10241,6,2019-04-13,Shipped,47,94.5,CUS10078,S24_2766
10241,7,2019-04-13,Shipped,26,81.33,CUS10078,S24_3191
10241,8,2019-04-13,Shipped,22,76.43,CUS10078,S24_1046
10241,9,2019-04-13,Shipped,27,86.73,CUS10078,S24_3432
10241,10,2019-04-13,Shipped,21,40.25,CUS10078,S24_1628
10241,11,2019-04-13,Shipped,21,119.46,CUS10078,S18_1589
10241,12,2019-04-13,Shipped,44,155.76,CUS10078,S18_2870
10242,1,2019-04-20,Shipped,46,36.93,CUS10079,S24_3969
10243,1,2019-04-26,Shipped,33,29.54,CUS10065,S24_1937
10243,2,2019-04-26,Shipped,47,130.94,CUS10065,S18_2325
10244,1,2019-04-29,Shipped,30,117.52,CUS1006,S18_2949
10244,2,2019-04-29,Shipped,29,115.19,CUS1006,S18_3136
10244,3,2019-04-29,Shipped,24,58.09,CUS1006,S18_2957
10244,4,2019-04-29,Shipped,40,86.68,CUS1006,S24_4258
10244,5,2019-04-29,Shipped,36,84.33,CUS1006,S18_3320
10244,6,2019-04-29,Shipped,20,58.22,CUS1006,S18_1367
10244,7,2019-04-29,Shipped,40,117.12,CUS1006,S18_1342
10244,8,2019-04-29,Shipped,43,138.38,CUS1006,S18_2795
10244,9,2019-04-29,Shipped,39,45.25,CUS1006,S24_2022
10245,1,2019-05-04,Shipped,37,111.72,CUS10062,S32_1268
10245,2,2019-05-04,Shipped,28,163.99,CUS10062,S10_4962
10245,3,2019-05-04,Shipped,21,113.82,CUS10062,S18_4600
10245,4,2019-05-04,Shipped,44,105.2,CUS10062,S700_2824
10245,5,2019-05-04,Shipped,44,69.16,CUS10062,S32_3522
10245,6,2019-05-04,Shipped,38,155.8,CUS10062,S12_1666
10245,7,2019-05-04,Shipped,45,59.87,CUS10062,S18_4668
10245,8,2019-05-04,Shipped,29,119,CUS10062,S18_1097
10245,9,2019-05-04,Shipped,34,180.01,CUS10062,S10_1949
10246,1,2019-05-05,Shipped,46,137.2,CUS1006,S24_4048
10246,2,2019-05-05,Shipped,44,52.6,CUS1006,S24_1444
10246,3,2019-05-05,Shipped,22,133.11,CUS1006,S50_1392
10246,4,2019-05-05,Shipped,40,163.73,CUS1006,S18_2238
10246,5,2019-05-05,Shipped,46,110.21,CUS1006,S12_4473
10246,6,2019-05-05,Shipped,49,36.07,CUS1006,S24_2840
10246,7,2019-05-05,Shipped,35,48.7,CUS1006,S32_2509
10246,8,2019-05-05,Shipped,22,98.18,CUS1006,S18_2319
10246,9,2019-05-05,Shipped,36,198.13,CUS1006,S18_3232
10246,10,2019-05-05,Shipped,29,121.4,CUS1006,S24_2300
10246,11,2019-05-05,Shipped,30,61.99,CUS1006,S18_2432
10247,1,2019-05-05,Shipped,27,153.99,CUS10035,S12_3891
10247,2,2019-05-05,Shipped,44,241.05,CUS10035,S12_1108
10247,3,2019-05-05,Shipped,25,175.25,CUS10035,S12_3148
10247,4,2019-05-05,Shipped,49,63.85,CUS10035,S50_1514
10247,5,2019-05-05,Shipped,48,140.75,CUS10035,S18_4027
10247,6,2019-05-05,Shipped,40,49.71,CUS10035,S32_3207
10248,1,2019-05-07,Cancelled,21,73.98,CUS1009,S18_3029
10248,2,2019-05-07,Cancelled,23,76.31,CUS1009,S24_3816
10248,3,2019-05-07,Cancelled,20,145.52,CUS1009,S10_4757
10248,4,2019-05-07,Cancelled,32,75.89,CUS1009,S700_2610
10248,5,2019-05-07,Cancelled,30,101.79,CUS1009,S24_3151
10248,6,2019-05-07,Cancelled,36,71.34,CUS1009,S700_1138
10248,7,2019-05-07,Cancelled,30,108.18,CUS1009,S700_3505
10248,8,2019-05-07,Cancelled,35,90.37,CUS1009,S700_3962
10248,9,2019-05-07,Cancelled,23,65.52,CUS1009,S72_3212
10248,10,2019-05-07,Cancelled,48,145.01,CUS1009,S24_2011
10248,11,2019-05-07,Cancelled,42,75.48,CUS1009,S18_4522
10248,12,2019-05-07,Cancelled,32,118.83,CUS1009,S18_3140
10248,13,2019-05-07,Cancelled,40,103.93,CUS1009,S700_1938
10248,14,2019-05-07,Cancelled,42,121.01,CUS1009,S18_3259
10249,1,2019-05-08,Shipped,20,67.82,CUS10074,S24_2841
10249,2,2019-05-08,Shipped,25,69.7,CUS10074,S24_3420
10249,3,2019-05-08,Shipped,32,57.61,CUS10074,S72_1253
10249,4,2019-05-08,Shipped,40,95.95,CUS10074,S700_2047
10249,5,2019-05-08,Shipped,46,121.75,CUS10074,S18_3856
10250,1,2019-05-11,Shipped,32,87.6,CUS10080,S24_2000
10250,2,2019-05-11,Shipped,31,105.88,CUS10080,S32_1374
10250,3,2019-05-11,Shipped,44,137.63,CUS10080,S700_2834
10250,4,2019-05-11,Shipped,27,98.84,CUS10080,S18_2581
10250,5,2019-05-11,Shipped,37,74.62,CUS10080,S24_4278
10250,6,2019-05-11,Shipped,31,88.63,CUS10080,S24_1785
10250,7,2019-05-11,Shipped,50,61.22,CUS10080,S32_4289
10250,8,2019-05-11,Shipped,36,51.93,CUS10080,S50_1341
10250,9,2019-05-11,Shipped,31,91.34,CUS10080,S700_1691
10250,10,2019-05-11,Shipped,44,67.2,CUS10080,S700_3167
10250,11,2019-05-11,Shipped,35,111.69,CUS10080,S700_2466
10250,12,2019-05-11,Shipped,38,62.19,CUS10080,S700_4002
10250,13,2019-05-11,Shipped,40,75.06,CUS10080,S24_3949
10250,14,2019-05-11,Shipped,45,181.34,CUS10080,S18_1662
10251,1,2019-05-18,Shipped,46,164.18,CUS10076,S12_2823
10251,2,2019-05-18,Shipped,28,113.88,CUS10076,S10_1678
10251,3,2019-05-18,Shipped,26,101.43,CUS10076,S24_1578
10251,4,2019-05-18,Shipped,43,164.61,CUS10076,S10_4698
10251,5,2019-05-18,Shipped,44,130.83,CUS10076,S10_2016
10251,6,2019-05-18,Shipped,29,61.18,CUS10076,S18_2625
10252,1,2019-05-26,Shipped,41,164.63,CUS10067,S18_3482
10252,2,2019-05-26,Shipped,20,76.39,CUS10067,S18_3278
10252,3,2019-05-26,Shipped,38,87.31,CUS10067,S24_4620
10252,4,2019-05-26,Shipped,26,136.9,CUS10067,S18_4721
10252,5,2019-05-26,Shipped,31,52.84,CUS10067,S18_3782
10252,6,2019-05-26,Shipped,36,48.28,CUS10067,S32_2206
10252,7,2019-05-26,Shipped,48,72.41,CUS10067,S50_4713
10252,8,2019-05-26,Shipped,47,65.8,CUS10067,S24_2360
10252,9,2019-05-26,Shipped,25,113.28,CUS10067,S32_4485
10253,1,2019-06-01,Cancelled,24,140.62,CUS10081,S18_1589
10253,2,2019-06-01,Cancelled,37,139.92,CUS10081,S18_2870
10253,3,2019-06-01,Cancelled,31,129.98,CUS10081,S18_3685
10253,4,2019-06-01,Cancelled,33,135.14,CUS10081,S18_1984
10253,5,2019-06-01,Cancelled,26,117.48,CUS10081,S18_1129
10253,6,2019-06-01,Cancelled,40,169.34,CUS10081,S18_3232
10253,7,2019-06-01,Cancelled,40,42.67,CUS10081,S24_2972
10253,8,2019-06-01,Cancelled,39,132,CUS10081,S24_3856
10253,9,2019-06-01,Cancelled,23,83.93,CUS10081,S18_1889
10253,10,2019-06-01,Cancelled,41,119.77,CUS10081,S12_4675
10253,11,2019-06-01,Cancelled,22,109.22,CUS10081,S12_3380
10253,12,2019-06-01,Cancelled,24,52.66,CUS10081,S24_3371
10253,13,2019-06-01,Cancelled,24,163.44,CUS10081,S12_1099
10253,14,2019-06-01,Cancelled,25,90.17,CUS10081,S12_3990
10255,1,2019-06-04,Shipped,24,155.25,CUS10078,S18_2795
10255,2,2019-06-04,Shipped,37,45.7,CUS10078,S24_2022
10256,1,2019-06-08,Shipped,29,51.75,CUS1007,S18_1367
10256,2,2019-06-08,Shipped,34,95.55,CUS1007,S18_1342
10257,1,2019-06-14,Shipped,50,88.14,CUS10080,S18_2949
10257,2,2019-06-14,Shipped,37,84.82,CUS10080,S18_3136
10257,3,2019-06-14,Shipped,49,53.72,CUS10080,S18_2957
10257,4,2019-06-14,Shipped,46,78.89,CUS10080,S24_4258
10257,5,2019-06-14,Shipped,26,89.29,CUS10080,S18_3320
10258,1,2019-06-15,Shipped,45,80.92,CUS10082,S700_2824
10258,2,2019-06-15,Shipped,20,61.41,CUS10082,S32_3522
10258,3,2019-06-15,Shipped,41,162.64,CUS10082,S12_1666
10258,4,2019-06-15,Shipped,21,59.87,CUS10082,S18_4668
10258,5,2019-06-15,Shipped,41,133,CUS10082,S18_1097
10258,6,2019-06-15,Shipped,32,240.02,CUS10082,S10_1949
10259,1,2019-06-15,Shipped,28,46.82,CUS10069,S24_1444
10259,2,2019-06-15,Shipped,29,105.33,CUS10069,S50_1392
10259,3,2019-06-15,Shipped,30,189.93,CUS10069,S18_2238
10259,4,2019-06-15,Shipped,46,142.2,CUS10069,S12_4473
10259,5,2019-06-15,Shipped,31,33.24,CUS10069,S24_2840
10259,6,2019-06-15,Shipped,40,43.83,CUS10069,S32_2509
10259,7,2019-06-15,Shipped,34,99.41,CUS10069,S18_2319
10259,8,2019-06-15,Shipped,27,135.47,CUS10069,S18_3232
10259,9,2019-06-15,Shipped,47,112.46,CUS10069,S24_2300
10259,10,2019-06-15,Shipped,30,49.22,CUS10069,S18_2432
10259,11,2019-06-15,Shipped,45,86.68,CUS10069,S32_1268
10259,12,2019-06-15,Shipped,26,155.13,CUS10069,S10_4962
10259,13,2019-06-15,Shipped,41,113.82,CUS10069,S18_4600
10261,1,2019-06-17,Shipped,27,125.12,CUS10049,S10_4757
10261,2,2019-06-17,Shipped,44,68.67,CUS10049,S700_2610
10261,3,2019-06-17,Shipped,22,91.17,CUS10049,S24_3151
10261,4,2019-06-17,Shipped,34,62,CUS10049,S700_1138
10261,5,2019-06-17,Shipped,25,88.15,CUS10049,S700_3505
10261,6,2019-06-17,Shipped,50,81.43,CUS10049,S700_3962
10261,7,2019-06-17,Shipped,29,50.78,CUS10049,S72_3212
10261,8,2019-06-17,Shipped,36,125.35,CUS10049,S24_2011
10261,9,2019-06-17,Shipped,20,89.53,CUS10049,S18_4522
10262,1,2019-06-24,Cancelled,34,97.38,CUS1006,S24_1785
10262,2,2019-06-24,Cancelled,40,79.11,CUS1006,S32_4289
10262,3,2019-06-24,Cancelled,49,37.97,CUS1006,S50_1341
10262,4,2019-06-24,Cancelled,40,84.03,CUS1006,S700_1691
10262,5,2019-06-24,Cancelled,27,76,CUS1006,S700_3167
10262,6,2019-06-24,Cancelled,33,90.75,CUS1006,S700_2466
10262,7,2019-06-24,Cancelled,35,71.07,CUS1006,S700_4002
10262,8,2019-06-24,Cancelled,48,61.42,CUS1006,S24_3949
10262,9,2019-06-24,Cancelled,49,134.04,CUS1006,S18_1662
10262,10,2019-06-24,Cancelled,24,67.14,CUS1006,S24_2841
10262,11,2019-06-24,Cancelled,46,70.35,CUS1006,S24_3420
10262,12,2019-06-24,Cancelled,21,57.11,CUS1006,S72_1253
10262,13,2019-06-24,Cancelled,44,94.14,CUS1006,S700_2047
10262,14,2019-06-24,Cancelled,34,120.69,CUS1006,S18_3856
10262,15,2019-06-24,Cancelled,32,84.3,CUS1006,S18_3029
10262,16,2019-06-24,Cancelled,49,87.21,CUS1006,S24_3816
10263,2,2019-06-28,Shipped,34,108.14,CUS10050,S10_1678
10263,5,2019-06-28,Shipped,40,111.8,CUS10050,S10_2016
10263,4,2019-06-28,Shipped,41,203.34,CUS10050,S10_4698
10263,1,2019-06-28,Shipped,48,134.05,CUS10050,S12_2823
10263,10,2019-06-28,Shipped,33,86.17,CUS10050,S18_2581
10263,6,2019-06-28,Shipped,34,58.75,CUS10050,S18_2625
10263,3,2019-06-28,Shipped,42,102.56,CUS10050,S24_1578
10263,7,2019-06-28,Shipped,37,62.46,CUS10050,S24_2000
10263,11,2019-06-28,Shipped,24,75.35,CUS10050,S24_4278
10263,8,2019-06-28,Shipped,31,79.91,CUS10050,S32_1374
10263,9,2019-06-28,Shipped,47,116.28,CUS10050,S700_2834
10264,1,2019-06-30,Shipped,47,83.27,CUS10083,S24_4620
10264,2,2019-06-30,Shipped,20,120.53,CUS10083,S18_4721
10264,3,2019-06-30,Shipped,48,54.71,CUS10083,S18_3782
10264,4,2019-06-30,Shipped,20,32.59,CUS10083,S32_2206
10264,5,2019-06-30,Shipped,47,89.5,CUS10083,S50_4713
10264,6,2019-06-30,Shipped,37,65.1,CUS10083,S24_2360
10264,7,2019-06-30,Shipped,34,97.97,CUS10083,S32_4485
10265,1,2019-07-02,Shipped,49,171.98,CUS10059,S18_3482
10265,2,2019-07-02,Shipped,45,86.84,CUS10059,S18_3278
10266,1,2019-07-06,Shipped,28,48.3,CUS10051,S24_1628
10266,2,2019-07-06,Shipped,36,144.35,CUS10051,S18_1589
10266,3,2019-07-06,Shipped,20,141.24,CUS10051,S18_2870
10266,4,2019-07-06,Shipped,33,152.58,CUS10051,S18_3685
10266,5,2019-07-06,Shipped,49,126.6,CUS10051,S18_1984
10266,6,2019-07-06,Shipped,21,120.31,CUS10051,S18_1129
10266,7,2019-07-06,Shipped,29,165.95,CUS10051,S18_3232
10266,8,2019-07-06,Shipped,34,40.4,CUS10051,S24_2972
10266,9,2019-07-06,Shipped,24,122.17,CUS10051,S24_3856
10266,10,2019-07-06,Shipped,33,74.69,CUS10051,S18_1889
10266,11,2019-07-06,Shipped,40,111.71,CUS10051,S12_4675
10266,12,2019-07-06,Shipped,22,111.57,CUS10051,S12_3380
10266,13,2019-07-06,Shipped,47,62.45,CUS10051,S24_3371
10266,14,2019-07-06,Shipped,44,208.19,CUS10051,S12_1099
10266,15,2019-07-06,Shipped,35,76.61,CUS10051,S12_3990
10267,1,2019-07-07,Shipped,36,75.55,CUS10027,S18_4933
10267,2,2019-07-07,Shipped,43,108.04,CUS10027,S24_2887
10267,3,2019-07-07,Shipped,38,87.24,CUS10027,S24_2766
10267,4,2019-07-07,Shipped,44,96.74,CUS10027,S24_3191
10267,5,2019-07-07,Shipped,40,80.1,CUS10027,S24_1046
10267,6,2019-07-07,Shipped,43,118.86,CUS10027,S24_3432
10269,1,2019-07-16,Shipped,32,63.08,CUS10020,S18_2957
10269,2,2019-07-16,Shipped,48,97.39,CUS10020,S24_4258
10270,1,2019-07-19,Shipped,32,85.72,CUS10033,S32_1268
10270,2,2019-07-19,Shipped,32,134.44,CUS10033,S10_4962
10270,3,2019-07-19,Shipped,38,141.66,CUS10033,S18_4600
10270,4,2019-07-19,Shipped,46,88,CUS10033,S700_2824
10270,5,2019-07-19,Shipped,21,63.35,CUS10033,S32_3522
10270,6,2019-07-19,Shipped,28,146.24,CUS10033,S12_1666
10270,7,2019-07-19,Shipped,44,58.36,CUS10033,S18_4668
10270,8,2019-07-19,Shipped,43,96.84,CUS10033,S18_1097
10270,9,2019-07-19,Shipped,21,233.59,CUS10033,S10_1949
10270,10,2019-07-19,Shipped,31,96.24,CUS10033,S18_2949
10270,11,2019-07-19,Shipped,38,125.66,CUS10033,S18_3136
10271,1,2019-07-20,Shipped,22,139.57,CUS10014,S24_4048
10271,2,2019-07-20,Shipped,45,64.74,CUS10014,S24_1444
10271,3,2019-07-20,Shipped,34,98.39,CUS10014,S50_1392
10271,4,2019-07-20,Shipped,50,183.38,CUS10014,S18_2238
10271,5,2019-07-20,Shipped,31,97.17,CUS10014,S12_4473
10271,6,2019-07-20,Shipped,38,41.72,CUS10014,S24_2840
10271,7,2019-07-20,Shipped,35,47.62,CUS10014,S32_2509
10271,8,2019-07-20,Shipped,50,101.87,CUS10014,S18_2319
10271,9,2019-07-20,Shipped,20,196.43,CUS10014,S18_3232
10271,10,2019-07-20,Shipped,43,130.35,CUS10014,S24_2300
10271,11,2019-07-20,Shipped,25,69.28,CUS10014,S18_2432
10272,1,2019-07-20,Shipped,39,204.16,CUS10084,S12_3891
10272,2,2019-07-20,Shipped,35,166.24,CUS10084,S12_1108
10272,3,2019-07-20,Shipped,27,158.63,CUS10084,S12_3148
10272,4,2019-07-20,Shipped,43,56.82,CUS10084,S50_1514
10272,5,2019-07-20,Shipped,25,149.36,CUS10084,S18_4027
10272,6,2019-07-20,Shipped,45,64.63,CUS10084,S32_3207
10273,1,2019-07-21,Shipped,50,85.75,CUS10071,S18_3856
10273,2,2019-07-21,Shipped,34,98.06,CUS10071,S18_3029
10273,3,2019-07-21,Shipped,48,83.02,CUS10071,S24_3816
10273,4,2019-07-21,Shipped,30,116.96,CUS10071,S10_4757
10273,5,2019-07-21,Shipped,42,62.16,CUS10071,S700_2610
10273,6,2019-07-21,Shipped,27,103.56,CUS10071,S24_3151
10273,7,2019-07-21,Shipped,21,65.34,CUS10071,S700_1138
10273,8,2019-07-21,Shipped,40,86.15,CUS10071,S700_3505
10273,9,2019-07-21,Shipped,26,114.21,CUS10071,S700_3962
10273,10,2019-07-21,Shipped,37,45.86,CUS10071,S72_3212
10273,11,2019-07-21,Shipped,22,126.58,CUS10071,S24_2011
10273,12,2019-07-21,Shipped,33,71.09,CUS10071,S18_4522
10273,13,2019-07-21,Shipped,40,125.66,CUS10071,S18_3140
10273,14,2019-07-21,Shipped,21,102.2,CUS10071,S700_1938
10273,15,2019-07-21,Shipped,47,115.97,CUS10071,S18_3259
10274,1,2019-07-21,Shipped,41,164,CUS10038,S18_1662
10274,2,2019-07-21,Shipped,40,65.08,CUS10038,S24_2841
10274,3,2019-07-21,Shipped,24,72.33,CUS10038,S24_3420
10274,4,2019-07-21,Shipped,32,58.6,CUS10038,S72_1253
10274,5,2019-07-21,Shipped,24,90.52,CUS10038,S700_2047
10275,1,2019-07-23,Shipped,45,92.83,CUS10085,S10_1678
10275,2,2019-07-23,Shipped,21,102.56,CUS10085,S24_1578
10275,3,2019-07-23,Shipped,36,191.72,CUS10085,S10_4698
10275,4,2019-07-23,Shipped,22,132.02,CUS10085,S10_2016
10275,5,2019-07-23,Shipped,37,63.6,CUS10085,S18_2625
10275,6,2019-07-23,Shipped,30,79.98,CUS10085,S24_2000
10275,7,2019-07-23,Shipped,23,81.91,CUS10085,S32_1374
10275,8,2019-07-23,Shipped,48,132.89,CUS10085,S700_2834
10275,9,2019-07-23,Shipped,35,90.39,CUS10085,S18_2581
10275,10,2019-07-23,Shipped,27,62.31,CUS10085,S24_4278
10275,11,2019-07-23,Shipped,25,95.2,CUS10085,S24_1785
10275,12,2019-07-23,Shipped,28,63.97,CUS10085,S32_4289
10275,13,2019-07-23,Shipped,38,45.39,CUS10085,S50_1341
10275,14,2019-07-23,Shipped,32,89.51,CUS10085,S700_1691
10275,15,2019-07-23,Shipped,43,73.6,CUS10085,S700_3167
10275,16,2019-07-23,Shipped,39,114.68,CUS10085,S700_2466
10275,17,2019-07-23,Shipped,31,72.55,CUS10085,S700_4002
10275,18,2019-07-23,Shipped,41,81.89,CUS10085,S24_3949
10276,1,2019-08-02,Shipped,47,116.27,CUS10086,S12_3380
10276,2,2019-08-02,Shipped,20,61.23,CUS10086,S24_3371
10276,3,2019-08-02,Shipped,50,192.62,CUS10086,S12_1099
10276,4,2019-08-02,Shipped,38,83.79,CUS10086,S12_3990
10276,5,2019-08-02,Shipped,30,130.82,CUS10086,S18_3482
10276,6,2019-08-02,Shipped,38,69.96,CUS10086,S18_3278
10276,7,2019-08-02,Shipped,48,75.18,CUS10086,S24_4620
10276,8,2019-08-02,Shipped,48,119.04,CUS10086,S18_4721
10276,9,2019-08-02,Shipped,33,50.36,CUS10086,S18_3782
10276,10,2019-08-02,Shipped,27,36.61,CUS10086,S32_2206
10276,11,2019-08-02,Shipped,21,70.78,CUS10086,S50_4713
10276,12,2019-08-02,Shipped,46,75.49,CUS10086,S24_2360
10276,13,2019-08-02,Shipped,38,113.28,CUS10086,S32_4485
10276,14,2019-08-02,Shipped,43,120.5,CUS10086,S12_2823
10277,1,2019-08-04,Shipped,28,111.71,CUS10018,S12_4675
10278,1,2019-08-06,Shipped,35,45.28,CUS10025,S24_1628
10278,2,2019-08-06,Shipped,23,113.24,CUS10025,S18_1589
10278,3,2019-08-06,Shipped,39,110.88,CUS10025,S18_2870
10278,4,2019-08-06,Shipped,31,132.8,CUS10025,S18_3685
10278,5,2019-08-06,Shipped,29,129.45,CUS10025,S18_1984
10278,6,2019-08-06,Shipped,34,137.29,CUS10025,S18_1129
10278,7,2019-08-06,Shipped,42,152.41,CUS10025,S18_3232
10278,8,2019-08-06,Shipped,31,38.89,CUS10025,S24_2972
10278,9,2019-08-06,Shipped,25,126.39,CUS10025,S24_3856
10278,10,2019-08-06,Shipped,29,90.86,CUS10025,S18_1889
10279,1,2019-08-09,Shipped,26,60.58,CUS1006,S18_4933
10279,2,2019-08-09,Shipped,48,116.27,CUS1006,S24_2887
10279,3,2019-08-09,Shipped,49,79.97,CUS1006,S24_2766
10279,4,2019-08-09,Shipped,33,71.06,CUS1006,S24_3191
10279,5,2019-08-09,Shipped,32,74.96,CUS1006,S24_1046
10279,6,2019-08-09,Shipped,48,128.5,CUS1006,S24_3432
10280,1,2019-08-17,Shipped,24,116.67,CUS10087,S18_1097
10280,2,2019-08-17,Shipped,34,235.73,CUS10087,S10_1949
10280,3,2019-08-17,Shipped,46,111.44,CUS10087,S18_2949
10280,4,2019-08-17,Shipped,29,103.67,CUS10087,S18_3136
10280,5,2019-08-17,Shipped,43,68.71,CUS10087,S18_2957
10280,6,2019-08-17,Shipped,21,78.89,CUS10087,S24_4258
10280,7,2019-08-17,Shipped,34,102.19,CUS10087,S18_3320
10280,8,2019-08-17,Shipped,27,57.68,CUS10087,S18_1367
10280,9,2019-08-17,Shipped,50,104.79,CUS10087,S18_1342
10280,10,2019-08-17,Shipped,22,202.5,CUS10087,S18_2795
10280,11,2019-08-17,Shipped,45,47.49,CUS10087,S24_2022
10280,12,2019-08-17,Shipped,20,28.88,CUS10087,S24_1937
10280,13,2019-08-17,Shipped,37,128.4,CUS10087,S18_2325
10280,14,2019-08-17,Shipped,33,41.85,CUS10087,S24_3969
10280,15,2019-08-17,Shipped,25,62.96,CUS10087,S18_2248
10280,16,2019-08-17,Shipped,26,141.1,CUS10087,S18_1749
10280,17,2019-08-17,Shipped,35,105.83,CUS10087,S18_4409
10281,1,2019-08-19,Shipped,41,127.98,CUS10084,S12_4473
10281,2,2019-08-19,Shipped,20,40.66,CUS10084,S24_2840
10281,3,2019-08-19,Shipped,31,55.19,CUS10084,S32_2509
10281,4,2019-08-19,Shipped,48,120.28,CUS10084,S18_2319
10281,5,2019-08-19,Shipped,25,167.65,CUS10084,S18_3232
10281,6,2019-08-19,Shipped,25,111.18,CUS10084,S24_2300
10281,7,2019-08-19,Shipped,29,57.73,CUS10084,S18_2432
10281,8,2019-08-19,Shipped,29,82.83,CUS10084,S32_1268
10281,9,2019-08-19,Shipped,44,159.56,CUS10084,S10_4962
10281,10,2019-08-19,Shipped,25,99.29,CUS10084,S18_4600
10281,11,2019-08-19,Shipped,27,85.98,CUS10084,S700_2824
10281,12,2019-08-19,Shipped,36,77.57,CUS10084,S32_3522
10281,13,2019-08-19,Shipped,25,117.54,CUS10084,S12_1666
10281,14,2019-08-19,Shipped,44,59.87,CUS10084,S18_4668
10282,1,2019-08-20,Shipped,43,155.71,CUS10014,S18_3140
10282,2,2019-08-20,Shipped,43,86.61,CUS10014,S700_1938
10282,3,2019-08-20,Shipped,36,115.97,CUS10014,S18_3259
10282,4,2019-08-20,Shipped,24,157.45,CUS10014,S12_3891
10282,5,2019-08-20,Shipped,41,172.47,CUS10014,S12_1108
10282,6,2019-08-20,Shipped,27,161.66,CUS10014,S12_3148
10282,7,2019-08-20,Shipped,37,66.78,CUS10014,S50_1514
10282,8,2019-08-20,Shipped,31,150.8,CUS10014,S18_4027
10282,9,2019-08-20,Shipped,36,59.65,CUS10014,S32_3207
10282,10,2019-08-20,Shipped,39,123.01,CUS10014,S24_4048
10282,11,2019-08-20,Shipped,29,46.82,CUS10014,S24_1444
10282,12,2019-08-20,Shipped,38,113.44,CUS10014,S50_1392
10282,13,2019-08-20,Shipped,23,140.81,CUS10014,S18_2238
10283,1,2019-08-20,Shipped,43,57.61,CUS10077,S72_1253
10283,2,2019-08-20,Shipped,20,94.14,CUS10077,S700_2047
10283,3,2019-08-20,Shipped,46,125.99,CUS10077,S18_3856
10283,4,2019-08-20,Shipped,21,98.06,CUS10077,S18_3029
10283,5,2019-08-20,Shipped,33,72.96,CUS10077,S24_3816
10283,6,2019-08-20,Shipped,25,119.68,CUS10077,S10_4757
10283,7,2019-08-20,Shipped,47,65.77,CUS10077,S700_2610
10283,8,2019-08-20,Shipped,34,92.94,CUS10077,S24_3151
10283,9,2019-08-20,Shipped,45,78.67,CUS10077,S700_1138
10283,10,2019-08-20,Shipped,22,88.15,CUS10077,S700_3505
10283,11,2019-08-20,Shipped,38,89.38,CUS10077,S700_3962
10283,12,2019-08-20,Shipped,33,51.32,CUS10077,S72_3212
10283,13,2019-08-20,Shipped,42,126.58,CUS10077,S24_2011
10283,14,2019-08-20,Shipped,34,105.32,CUS10077,S18_4522
10284,1,2019-08-21,Shipped,31,71.81,CUS10088,S18_2581
10284,2,2019-08-21,Shipped,21,71,CUS10088,S24_4278
10284,3,2019-08-21,Shipped,22,105.04,CUS10088,S24_1785
10284,4,2019-08-21,Shipped,50,81.86,CUS10088,S32_4289
10284,5,2019-08-21,Shipped,33,51.93,CUS10088,S50_1341
10284,6,2019-08-21,Shipped,24,83.12,CUS10088,S700_1691
10284,7,2019-08-21,Shipped,25,69.6,CUS10088,S700_3167
10284,8,2019-08-21,Shipped,45,101.71,CUS10088,S700_2466
10284,9,2019-08-21,Shipped,32,64.41,CUS10088,S700_4002
10284,10,2019-08-21,Shipped,21,55.96,CUS10088,S24_3949
10284,11,2019-08-21,Shipped,45,127.73,CUS10088,S18_1662
10284,12,2019-08-21,Shipped,30,73.99,CUS10088,S24_2841
10284,13,2019-08-21,Shipped,39,71.67,CUS10088,S24_3420
10285,1,2019-08-27,Shipped,37,41.03,CUS10089,S32_2206
10285,2,2019-08-27,Shipped,39,78.92,CUS10089,S50_4713
10285,3,2019-08-27,Shipped,38,59.56,CUS10089,S24_2360
10285,4,2019-08-27,Shipped,26,100.01,CUS10089,S32_4485
10285,5,2019-08-27,Shipped,49,140.08,CUS10089,S12_2823
10285,6,2019-08-27,Shipped,36,113.88,CUS10089,S10_1678
10285,7,2019-08-27,Shipped,34,109.32,CUS10089,S24_1578
10285,8,2019-08-27,Shipped,27,201.41,CUS10089,S10_4698
10285,9,2019-08-27,Shipped,47,137.97,CUS10089,S10_2016
10285,10,2019-08-27,Shipped,20,49.06,CUS10089,S18_2625
10285,11,2019-08-27,Shipped,39,70.08,CUS10089,S24_2000
10285,12,2019-08-27,Shipped,37,98.89,CUS10089,S32_1374
10285,13,2019-08-27,Shipped,45,119.84,CUS10089,S700_2834
10286,1,2019-08-28,Shipped,38,57.2,CUS10015,S18_3782
10287,1,2019-08-30,Shipped,44,114.84,CUS10073,S18_2870
10287,2,2019-08-30,Shipped,27,159.65,CUS10073,S18_3685
10287,3,2019-08-30,Shipped,24,146.52,CUS10073,S18_1984
10287,4,2019-08-30,Shipped,41,158.52,CUS10073,S18_1129
10287,5,2019-08-30,Shipped,36,162.57,CUS10073,S18_3232
